Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16 23:34:00,2.508,0.174,240.06,10.4,0.0,0.0,0.0
2006-12-16 23:35:00,2.504,0.174,240.09,10.4,0.0,0.0,0.0
2006-12-16 23:36:00,2.492,0.172,239.49,10.4,0.0,0.0,0.0
2006-12-16 23:37:00,0.8140000000000001,0.204,242.16,4.8,0.0,0.0,0.0
2006-12-16 23:38:00,2.3040000000000003,0.18,240.95,9.8,0.0,0.0,0.0
2006-12-16 23:39:00,2.53,0.182,241.74,10.4,0.0,0.0,0.0
2006-12-16 23:40:00,2.378,0.0,241.18,9.8,0.0,0.0,0.0
2006-12-16 23:41:00,0.384,0.0,243.73,2.4,0.0,0.0,0.0
2006-12-16 23:42:00,2.37,0.057999999999999996,241.48,9.8,0.0,0.0,0.0
2006-12-16 23:43:00,2.358,0.057999999999999996,241.13,9.6,0.0,0.0,0.0
2006-12-16 23:44:00,2.352,0.057999999999999996,240.96,9.6,0.0,0.0,0.0
2006-12-16 23:45:00,0.41600000000000004,0.0,242.94,2.4,0.0,0.0,0.0
2006-12-16 23:46:00,2.654,0.062,240.74,11.0,0.0,0.0,0.0
2006-12-16 23:47:00,2.54,0.06,241.23,10.4,0.0,0.0,0.0
2006-12-16 23:48:00,2.526,0.057999999999999996,241.79,10.8,0.0,0.0,0.0
2006-12-16 23:49:00,1.206,0.0,241.83,5.4,0.0,0.0,0.0
2006-12-16 23:50:00,3.844,0.14800000000000002,238.71,16.6,0.0,0.0,0.0
2006-12-16 23:51:00,4.122,0.14,237.99,17.6,0.0,0.0,0.0
2006-12-16 23:52:00,3.458,0.0,238.89,14.8,0.0,0.0,0.0
2006-12-16 23:53:00,1.9880000000000002,0.05,240.26,9.2,0.0,0.0,0.0
2006-12-16 23:54:00,0.596,0.0,240.88,2.4,0.0,0.0,0.0
2006-12-16 23:55:00,1.29,0.0,240.69,6.8,0.0,0.0,0.0
2006-12-16 23:56:00,2.73,0.06,239.43,11.4,0.0,1.0,0.0
2006-12-16 23:57:00,2.734,0.062,239.81,11.4,0.0,2.0,0.0
2006-12-16 23:58:00,2.764,0.066,241.27,11.4,0.0,1.0,0.0
2006-12-16 23:59:00,2.5860000000000003,0.07,241.63,11.0,0.0,1.0,0.0
2006-12-17 00:00:00,1.044,0.152,242.73,4.4,0.0,2.0,0.0
2006-12-17 00:01:00,1.52,0.22,242.2,7.4,0.0,1.0,0.0
2006-12-17 00:02:00,3.0380000000000003,0.19399999999999998,240.14,12.6,0.0,2.0,0.0
2006-12-17 00:03:00,2.9739999999999998,0.19399999999999998,239.97,12.4,0.0,1.0,0.0
2006-12-17 00:04:00,2.846,0.198,240.39,11.8,0.0,2.0,0.0
2006-12-17 00:05:00,2.8480000000000003,0.198,240.59,11.8,0.0,1.0,0.0
2006-12-17 00:06:00,2.858,0.20199999999999999,241.14,11.8,0.0,1.0,0.0
2006-12-17 00:07:00,2.472,0.20800000000000002,241.62,10.8,0.0,2.0,0.0
2006-12-17 00:08:00,0.6579999999999999,0.244,243.75,3.0,0.0,1.0,0.0
2006-12-17 00:09:00,0.838,0.33399999999999996,242.09,4.8,0.0,2.0,0.0
2006-12-17 00:10:00,2.608,0.298,239.45,10.8,0.0,1.0,0.0
2006-12-17 00:11:00,2.5980000000000003,0.29600000000000004,239.44,10.8,0.0,1.0,0.0
2006-12-17 00:12:00,2.56,0.28600000000000003,238.71,10.8,0.0,2.0,0.0
2006-12-17 00:13:00,2.526,0.278,236.95,10.6,0.0,1.0,0.0
2006-12-17 00:14:00,2.472,0.19399999999999998,237.55,10.4,0.0,1.0,0.0
2006-12-17 00:15:00,1.6580000000000001,0.166,238.48,8.0,0.0,1.0,0.0
2006-12-17 00:16:00,0.42200000000000004,0.184,239.79,1.8,0.0,2.0,0.0
2006-12-17 00:17:00,0.79,0.17800000000000002,239.47,4.6,0.0,1.0,0.0
2006-12-17 00:18:00,2.436,0.12,238.51,10.2,0.0,1.0,0.0
2006-12-17 00:19:00,2.396,0.055999999999999994,239.03,10.0,0.0,1.0,0.0
2006-12-17 00:20:00,2.338,0.0,238.37,9.8,0.0,1.0,0.0
2006-12-17 00:21:00,2.3040000000000003,0.062,238.38,9.6,0.0,0.0,0.0
2006-12-17 00:22:00,0.276,0.0,240.56,1.2,0.0,0.0,0.0
2006-12-17 00:23:00,0.7120000000000001,0.0,239.84,4.6,0.0,0.0,0.0
2006-12-17 00:24:00,2.332,0.06,239.11,9.6,0.0,0.0,0.0
2006-12-17 00:25:00,2.344,0.057999999999999996,239.99,9.6,0.0,0.0,0.0
2006-12-17 00:26:00,2.354,0.057999999999999996,240.64,9.8,0.0,0.0,0.0
2006-12-17 00:27:00,2.332,0.06,239.45,9.6,0.0,0.0,0.0
2006-12-17 00:28:00,2.3680000000000003,0.055999999999999994,241.4,9.8,0.0,0.0,0.0
2006-12-17 00:29:00,0.612,0.0,243.68,4.0,0.0,0.0,0.0
2006-12-17 00:30:00,0.28600000000000003,0.0,244.03,1.2,0.0,0.0,0.0
2006-12-17 00:31:00,1.952,0.05,242.07,8.8,0.0,0.0,0.0
2006-12-17 00:32:00,2.376,0.055999999999999994,241.86,9.8,0.0,0.0,0.0
2006-12-17 00:33:00,2.374,0.055999999999999994,241.7,9.8,0.0,0.0,0.0
2006-12-17 00:34:00,2.406,0.0,240.0,10.0,0.0,0.0,0.0
2006-12-17 00:35:00,1.004,0.094,242.0,5.6,0.0,0.0,0.0
2006-12-17 00:36:00,0.38799999999999996,0.10400000000000001,242.58,1.6,0.0,0.0,0.0
2006-12-17 00:37:00,1.4580000000000002,0.09,242.3,7.4,0.0,0.0,0.0
2006-12-17 00:38:00,2.48,0.078,241.86,10.2,0.0,0.0,0.0
2006-12-17 00:39:00,2.454,0.07400000000000001,240.76,10.2,0.0,0.0,0.0
2006-12-17 00:40:00,2.468,0.078,241.52,10.2,0.0,0.0,0.0
2006-12-17 00:41:00,2.028,0.084,241.88,9.0,0.0,0.0,0.0
2006-12-17 00:42:00,0.382,0.10800000000000001,243.65,1.6,0.0,0.0,0.0
2006-12-17 00:43:00,0.902,0.098,242.62,5.2,0.0,0.0,0.0
2006-12-17 00:44:00,2.4659999999999997,0.076,241.43,10.2,0.0,0.0,0.0
2006-12-17 00:45:00,2.456,0.076,241.18,10.2,0.0,0.0,0.0
2006-12-17 00:46:00,2.45,0.07400000000000001,240.82,10.0,0.0,0.0,0.0
2006-12-17 00:47:00,2.448,0.07400000000000001,240.78,10.0,0.0,0.0,0.0
2006-12-17 00:48:00,0.93,0.0,242.94,5.6,0.0,0.0,0.0
2006-12-17 00:49:00,0.28600000000000003,0.0,243.84,1.2,0.0,0.0,0.0
2006-12-17 00:50:00,1.376,0.0,243.11,7.2,0.0,0.0,0.0
2006-12-17 00:51:00,2.456,0.048,241.98,10.0,0.0,0.0,0.0
2006-12-17 00:52:00,2.456,0.048,242.01,10.0,0.0,0.0,0.0
2006-12-17 00:53:00,2.444,0.046,241.38,10.0,0.0,0.0,0.0
2006-12-17 00:54:00,2.122,0.048,240.91,9.2,0.0,0.0,0.0
2006-12-17 00:55:00,0.35600000000000004,0.07,242.13,1.4,0.0,0.0,0.0
2006-12-17 00:56:00,0.9520000000000001,0.062,241.5,5.6,0.0,0.0,0.0
2006-12-17 00:57:00,2.426,0.0,240.45,10.0,0.0,0.0,0.0
2006-12-17 00:58:00,2.42,0.0,240.35,10.0,0.0,0.0,0.0
2006-12-17 00:59:00,2.412,0.0,240.65,10.0,0.0,0.0,0.0
2006-12-17 01:00:00,1.008,0.0,242.35,5.4,0.0,0.0,0.0
2006-12-17 01:01:00,0.43,0.0,243.4,1.8,0.0,0.0,0.0
2006-12-17 01:02:00,2.676,0.08800000000000001,240.69,11.4,0.0,0.0,0.0
2006-12-17 01:03:00,3.766,0.20800000000000002,239.13,15.6,0.0,0.0,0.0
2006-12-17 01:04:00,4.582,0.258,238.08,19.6,0.0,13.0,0.0
2006-12-17 01:05:00,5.282,0.15,237.38,22.4,0.0,35.0,0.0
2006-12-17 01:06:00,2.362,0.096,241.35,10.4,0.0,28.0,0.0
2006-12-17 01:07:00,3.25,0.084,240.95,13.6,0.0,37.0,0.0
2006-12-17 01:08:00,4.618,0.10400000000000001,239.61,19.6,0.0,27.0,0.0
2006-12-17 01:09:00,5.242000000000001,0.17800000000000002,239.49,21.8,0.0,37.0,0.0
2006-12-17 01:10:00,4.86,0.198,239.65,20.2,0.0,36.0,0.0
2006-12-17 01:11:00,3.738,0.23800000000000002,240.39,16.0,0.0,36.0,0.0
2006-12-17 01:12:00,3.426,0.256,240.31,14.4,0.0,37.0,0.0
2006-12-17 01:13:00,5.254,0.214,238.15,22.0,0.0,35.0,0.0
2006-12-17 01:14:00,5.246,0.23,237.91,22.0,0.0,36.0,0.0
2006-12-17 01:15:00,5.216,0.21,237.44,22.0,0.0,36.0,0.0
2006-12-17 01:16:00,3.858,0.24,238.52,16.6,0.0,36.0,0.0
2006-12-17 01:17:00,2.822,0.188,239.55,11.8,0.0,36.0,0.0
2006-12-17 01:18:00,3.84,0.16399999999999998,238.27,16.6,0.0,35.0,0.0
2006-12-17 01:19:00,4.636,0.14,237.37,19.4,0.0,36.0,0.0
2006-12-17 01:20:00,4.6339999999999995,0.152,237.17,19.4,0.0,35.0,0.0
2006-12-17 01:21:00,4.652,0.142,237.92,19.4,0.0,36.0,0.0
2006-12-17 01:22:00,3.13,0.13,239.82,14.6,0.0,26.0,0.0
2006-12-17 01:23:00,1.756,0.05,241.18,7.6,0.0,24.0,0.0
2006-12-17 01:24:00,3.478,0.0,239.84,15.0,0.0,36.0,0.0
2006-12-17 01:25:00,4.5,0.0,239.04,18.8,0.0,36.0,0.0
2006-12-17 01:26:00,3.552,0.0,240.29,14.8,0.0,21.0,0.0
2006-12-17 01:27:00,3.94,0.0,239.19,16.6,0.0,28.0,0.0
2006-12-17 01:28:00,2.44,0.0,240.8,10.0,0.0,37.0,0.0
2006-12-17 01:29:00,2.08,0.0,241.61,9.0,0.0,28.0,0.0
2006-12-17 01:30:00,3.6519999999999997,0.0,240.11,15.2,0.0,22.0,0.0
2006-12-17 01:31:00,4.4319999999999995,0.0,239.35,18.4,0.0,36.0,0.0
2006-12-17 01:32:00,4.46,0.0,240.08,18.6,0.0,36.0,0.0
2006-12-17 01:33:00,2.186,0.124,242.07,10.0,0.0,17.0,0.0
2006-12-17 01:34:00,2.358,0.124,241.54,9.8,0.0,33.0,0.0
2006-12-17 01:35:00,3.9539999999999997,0.098,239.84,16.8,0.0,36.0,0.0
2006-12-17 01:36:00,3.7460000000000004,0.106,240.36,15.6,0.0,25.0,0.0
2006-12-17 01:37:00,3.944,0.098,239.79,16.6,0.0,25.0,0.0
2006-12-17 01:38:00,3.68,0.102,239.55,15.8,0.0,36.0,0.0
2006-12-17 01:39:00,1.67,0.13,242.21,7.2,0.0,24.0,0.0
2006-12-17 01:40:00,3.214,0.11800000000000001,241.92,14.6,0.0,26.0,0.0
2006-12-17 01:41:00,4.5,0.0,240.42,18.6,0.0,36.0,0.0
2006-12-17 01:42:00,3.8,0.0,241.78,15.8,0.0,26.0,0.0
2006-12-17 01:43:00,2.6639999999999997,0.0,243.31,11.2,0.0,23.0,0.0
