Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16 18:09:00,4.4639999999999995,0.136,234.66,19.0,0.0,37.0,16.0
2006-12-16 18:10:00,3.3960000000000004,0.14800000000000002,236.2,15.0,0.0,22.0,18.0
2006-12-16 18:11:00,3.09,0.152,237.07,13.8,0.0,12.0,17.0
2006-12-16 18:12:00,3.73,0.14400000000000002,235.78,16.4,0.0,27.0,17.0
2006-12-16 18:13:00,2.3080000000000003,0.16,237.43,9.6,0.0,1.0,17.0
2006-12-16 18:14:00,2.388,0.158,237.26,10.0,0.0,1.0,17.0
2006-12-16 18:15:00,4.598,0.1,234.25,21.4,0.0,20.0,17.0
2006-12-16 18:16:00,4.524,0.076,234.2,19.6,0.0,9.0,17.0
2006-12-16 18:17:00,4.202,0.08199999999999999,234.31,17.8,0.0,1.0,17.0
2006-12-16 18:18:00,4.4719999999999995,0.0,233.29,19.2,0.0,1.0,16.0
2006-12-16 18:19:00,2.852,0.0,235.61,12.0,0.0,1.0,17.0
2006-12-16 18:20:00,2.928,0.0,235.25,12.4,0.0,1.0,17.0
2006-12-16 18:21:00,2.94,0.0,236.04,12.4,0.0,2.0,17.0
2006-12-16 18:22:00,2.9339999999999997,0.0,235.51,12.4,0.0,1.0,17.0
2006-12-16 18:23:00,2.926,0.0,235.68,12.4,0.0,1.0,17.0
2006-12-16 18:24:00,3.452,0.0,235.2,15.2,0.0,1.0,17.0
2006-12-16 18:25:00,4.87,0.0,233.74,20.8,0.0,1.0,17.0
2006-12-16 18:26:00,4.868,0.0,233.84,20.8,0.0,1.0,17.0
2006-12-16 18:27:00,4.8660000000000005,0.0,233.79,20.8,0.0,1.0,17.0
2006-12-16 18:28:00,3.176,0.0,235.5,13.8,0.0,1.0,17.0
2006-12-16 18:29:00,2.92,0.0,235.84,12.4,0.0,1.0,17.0
2006-12-16 18:30:00,2.93,0.0,236.15,12.4,0.0,1.0,17.0
2006-12-16 18:31:00,2.912,0.05,235.81,12.4,0.0,1.0,17.0
2006-12-16 18:32:00,2.608,0.052000000000000005,235.41,11.0,0.0,1.0,17.0
2006-12-16 18:33:00,2.714,0.162,234.82,11.6,0.0,0.0,17.0
2006-12-16 18:34:00,3.5380000000000003,0.086,233.76,15.6,0.0,1.0,16.0
2006-12-16 18:35:00,6.072,0.0,232.48,26.4,0.0,27.0,17.0
2006-12-16 18:36:00,4.5360000000000005,0.0,233.54,19.4,0.0,1.0,17.0
2006-12-16 18:37:00,4.408,0.0,232.32,18.8,0.0,1.0,16.0
2006-12-16 18:38:00,2.912,0.048,234.02,13.0,0.0,1.0,17.0
2006-12-16 18:39:00,2.326,0.054000000000000006,234.76,9.8,0.0,1.0,17.0
2006-12-16 18:40:00,2.2640000000000002,0.054000000000000006,234.67,9.6,0.0,1.0,17.0
2006-12-16 18:41:00,2.27,0.054000000000000006,235.27,9.6,0.0,1.0,17.0
2006-12-16 18:42:00,2.258,0.054000000000000006,235.12,9.6,0.0,1.0,17.0
2006-12-16 18:43:00,2.188,0.068,235.8,9.2,0.0,1.0,17.0
2006-12-16 18:44:00,2.978,0.166,234.81,13.2,0.0,1.0,17.0
2006-12-16 18:45:00,4.2,0.174,234.38,17.8,0.0,1.0,17.0
2006-12-16 18:46:00,4.204,0.18600000000000003,234.2,17.8,0.0,1.0,16.0
2006-12-16 18:47:00,4.218,0.17800000000000002,233.98,18.0,0.0,1.0,17.0
2006-12-16 18:48:00,2.786,0.188,234.99,12.0,0.0,2.0,17.0
2006-12-16 18:49:00,2.54,0.08800000000000001,234.67,10.8,0.0,4.0,17.0
2006-12-16 18:50:00,2.496,0.08,233.92,10.6,0.0,3.0,17.0
2006-12-16 18:51:00,2.336,0.07,233.51,10.0,0.0,1.0,16.0
2006-12-16 18:52:00,2.322,0.0,233.44,9.8,0.0,0.0,17.0
2006-12-16 18:53:00,2.448,0.0,233.64,10.6,0.0,1.0,17.0
2006-12-16 18:54:00,4.298,0.0,232.39,18.4,0.0,1.0,16.0
2006-12-16 18:55:00,4.23,0.09,232.25,18.2,0.0,1.0,17.0
2006-12-16 18:56:00,4.23,0.09,232.32,18.2,0.0,2.0,16.0
2006-12-16 18:57:00,3.924,0.084,232.79,17.0,0.0,1.0,17.0
2006-12-16 18:58:00,4.218,0.09,232.09,18.0,0.0,1.0,17.0
2006-12-16 18:59:00,4.224,0.09,231.96,18.2,0.0,1.0,16.0
2006-12-16 19:00:00,4.07,0.08800000000000001,231.99,17.4,0.0,1.0,17.0
2006-12-16 19:01:00,3.612,0.09,232.36,15.6,0.0,2.0,16.0
2006-12-16 19:02:00,3.458,0.09,232.71,14.8,0.0,1.0,17.0
2006-12-16 19:03:00,3.4339999999999997,0.09,232.01,14.8,0.0,1.0,16.0
2006-12-16 19:04:00,3.366,0.0,232.78,14.4,0.0,1.0,17.0
2006-12-16 19:05:00,3.404,0.08199999999999999,233.08,14.6,0.0,2.0,16.0
2006-12-16 19:06:00,3.3819999999999997,0.07400000000000001,233.69,14.4,0.0,0.0,17.0
2006-12-16 19:07:00,3.616,0.106,234.44,15.4,0.0,4.0,17.0
2006-12-16 19:08:00,3.4760000000000004,0.092,234.6,14.8,0.0,3.0,17.0
2006-12-16 19:09:00,3.3939999999999997,0.064,235.12,14.4,0.0,0.0,17.0
2006-12-16 19:10:00,3.4,0.0,234.28,14.4,0.0,1.0,17.0
2006-12-16 19:11:00,3.4139999999999997,0.0,234.19,14.4,0.0,1.0,17.0
2006-12-16 19:12:00,3.432,0.0,234.69,14.6,0.0,1.0,16.0
2006-12-16 19:13:00,3.418,0.0,234.26,14.6,0.0,2.0,17.0
2006-12-16 19:14:00,3.392,0.0,233.3,14.4,0.0,1.0,17.0
2006-12-16 19:15:00,3.3939999999999997,0.0,233.43,14.4,0.0,1.0,17.0
2006-12-16 19:16:00,3.3939999999999997,0.0,233.45,14.4,0.0,1.0,16.0
2006-12-16 19:17:00,3.406,0.0,233.91,14.4,0.0,2.0,17.0
2006-12-16 19:18:00,3.42,0.0,234.43,14.6,0.0,1.0,17.0
2006-12-16 19:19:00,3.418,0.0,234.34,14.4,0.0,1.0,17.0
2006-12-16 19:20:00,3.4219999999999997,0.052000000000000005,234.58,14.6,0.0,1.0,17.0
2006-12-16 19:21:00,3.332,0.0,234.02,14.2,0.0,1.0,16.0
2006-12-16 19:22:00,3.3160000000000003,0.046,234.29,14.0,0.0,1.0,17.0
2006-12-16 19:23:00,3.3339999999999996,0.0,234.36,14.2,0.0,2.0,17.0
2006-12-16 19:24:00,3.262,0.052000000000000005,232.64,14.0,0.0,0.0,17.0
2006-12-16 19:25:00,3.4760000000000004,0.064,232.96,14.8,0.0,3.0,16.0
2006-12-16 19:26:00,3.62,0.09,233.47,15.4,0.0,5.0,17.0
2006-12-16 19:27:00,3.61,0.084,234.98,15.2,0.0,5.0,17.0
2006-12-16 19:28:00,3.6460000000000004,0.138,234.34,15.4,0.0,5.0,17.0
2006-12-16 19:29:00,3.614,0.192,233.92,15.4,0.0,5.0,17.0
2006-12-16 19:30:00,3.408,0.162,233.94,14.4,0.0,2.0,16.0
2006-12-16 19:31:00,3.388,0.134,233.72,14.4,0.0,1.0,17.0
2006-12-16 19:32:00,3.372,0.132,233.2,14.4,0.0,2.0,17.0
2006-12-16 19:33:00,3.37,0.132,233.1,14.4,0.0,1.0,16.0
2006-12-16 19:34:00,3.342,0.12,232.29,14.4,0.0,1.0,17.0
2006-12-16 19:35:00,3.284,0.0,232.45,14.0,0.0,2.0,16.0
2006-12-16 19:36:00,3.2760000000000002,0.0,231.97,14.0,0.0,1.0,17.0
2006-12-16 19:37:00,3.3819999999999997,0.13,232.42,14.4,0.0,2.0,17.0
2006-12-16 19:38:00,3.418,0.16,233.38,14.6,0.0,1.0,16.0
2006-12-16 19:39:00,3.3960000000000004,0.158,232.69,14.6,0.0,1.0,17.0
2006-12-16 19:40:00,3.406,0.158,233.2,14.6,0.0,2.0,16.0
2006-12-16 19:41:00,3.406,0.158,233.26,14.6,0.0,1.0,17.0
2006-12-16 19:42:00,3.392,0.156,232.84,14.4,0.0,1.0,17.0
2006-12-16 19:43:00,3.378,0.154,232.39,14.4,0.0,2.0,16.0
2006-12-16 19:44:00,3.3680000000000003,0.154,232.14,14.4,0.0,1.0,17.0
2006-12-16 19:45:00,3.35,0.152,231.57,14.4,0.0,1.0,16.0
2006-12-16 19:46:00,3.352,0.152,231.66,14.4,0.0,2.0,17.0
2006-12-16 19:47:00,3.364,0.154,232.22,14.4,0.0,1.0,16.0
2006-12-16 19:48:00,3.38,0.156,232.81,14.4,0.0,1.0,17.0
2006-12-16 19:49:00,3.404,0.16,233.77,14.4,0.0,1.0,17.0
2006-12-16 19:50:00,3.378,0.156,232.82,14.4,0.0,2.0,16.0
2006-12-16 19:51:00,3.388,0.158,233.22,14.4,0.0,1.0,17.0
2006-12-16 19:52:00,3.3760000000000003,0.156,232.84,14.4,0.0,1.0,17.0
2006-12-16 19:53:00,3.2539999999999996,0.0,232.75,13.8,0.0,0.0,16.0
2006-12-16 19:54:00,3.214,0.078,232.64,13.8,0.0,0.0,17.0
2006-12-16 19:55:00,3.202,0.078,232.2,13.8,0.0,0.0,16.0
2006-12-16 19:56:00,3.202,0.078,232.2,13.8,0.0,0.0,17.0
2006-12-16 19:57:00,3.2119999999999997,0.078,232.58,13.8,0.0,0.0,16.0
2006-12-16 19:58:00,3.2060000000000004,0.078,232.4,13.8,0.0,0.0,17.0
2006-12-16 19:59:00,3.214,0.078,232.66,13.8,0.0,0.0,17.0
2006-12-16 20:00:00,3.2060000000000004,0.078,232.43,13.8,0.0,0.0,16.0
2006-12-16 20:01:00,3.222,0.078,233.02,13.8,0.0,0.0,17.0
2006-12-16 20:02:00,3.216,0.076,232.8,13.8,0.0,0.0,16.0
2006-12-16 20:03:00,3.216,0.078,232.79,13.8,0.0,0.0,17.0
2006-12-16 20:04:00,3.194,0.078,231.98,13.6,0.0,0.0,16.0
2006-12-16 20:05:00,3.278,0.0,232.88,14.0,0.0,0.0,17.0
2006-12-16 20:06:00,3.282,0.0,232.52,14.0,0.0,0.0,17.0
2006-12-16 20:07:00,3.292,0.0,232.87,14.0,0.0,0.0,16.0
2006-12-16 20:08:00,3.3160000000000003,0.0,233.78,14.0,0.0,0.0,17.0
2006-12-16 20:09:00,3.37,0.08,233.69,14.4,0.0,0.0,17.0
2006-12-16 20:10:00,3.42,0.14400000000000002,234.04,14.6,0.0,0.0,17.0
2006-12-16 20:11:00,3.41,0.142,233.93,14.6,0.0,0.0,16.0
2006-12-16 20:12:00,3.4,0.14,233.62,14.4,0.0,0.0,17.0
2006-12-16 20:13:00,3.4,0.14,233.64,14.4,0.0,0.0,17.0
2006-12-16 20:14:00,3.388,0.14,233.26,14.4,0.0,0.0,16.0
2006-12-16 20:15:00,3.37,0.086,233.9,14.4,0.0,0.0,17.0
2006-12-16 20:16:00,3.332,0.0,233.68,14.2,0.0,0.0,17.0
2006-12-16 20:17:00,3.31,0.0,232.83,14.2,0.0,0.0,17.0
2006-12-16 20:18:00,3.312,0.0,233.0,14.2,0.0,0.0,16.0
2006-12-16 20:19:00,3.3139999999999996,0.0,233.08,14.2,0.0,0.0,17.0
2006-12-16 20:20:00,3.302,0.0,232.69,14.2,0.0,0.0,16.0
2006-12-16 20:21:00,3.302,0.0,232.91,14.0,0.0,0.0,17.0
2006-12-16 20:22:00,3.3,0.0,232.87,14.0,0.0,0.0,17.0
2006-12-16 20:23:00,3.29,0.0,232.42,14.0,0.0,0.0,16.0
2006-12-16 20:24:00,3.286,0.0,232.31,14.0,0.0,0.0,17.0
2006-12-16 20:25:00,3.23,0.052000000000000005,232.79,13.8,0.0,0.0,16.0
2006-12-16 20:26:00,3.218,0.078,233.05,13.8,0.0,0.0,17.0
2006-12-16 20:27:00,3.258,0.076,234.57,13.8,0.0,0.0,17.0
2006-12-16 20:28:00,3.264,0.076,234.79,13.8,0.0,0.0,17.0
2006-12-16 20:29:00,3.26,0.076,234.6,13.8,0.0,0.0,17.0
2006-12-16 20:30:00,3.262,0.076,234.54,13.8,0.0,0.0,17.0
2006-12-16 20:31:00,3.264,0.076,234.6,13.8,0.0,0.0,16.0
2006-12-16 20:32:00,3.238,0.076,233.77,13.8,0.0,0.0,17.0
2006-12-16 20:33:00,3.228,0.078,233.5,13.8,0.0,0.0,17.0
2006-12-16 20:34:00,3.222,0.078,233.27,13.8,0.0,0.0,17.0
2006-12-16 20:35:00,3.2260000000000004,0.078,233.37,13.8,0.0,0.0,16.0
2006-12-16 20:36:00,3.2060000000000004,0.078,232.64,13.6,0.0,0.0,17.0
2006-12-16 20:37:00,3.188,0.08,231.95,13.6,0.0,0.0,16.0
2006-12-16 20:38:00,3.196,0.08,232.21,13.6,0.0,0.0,17.0
2006-12-16 20:39:00,3.2039999999999997,0.078,232.5,13.6,0.0,0.0,16.0
2006-12-16 20:40:00,3.2319999999999998,0.078,233.63,13.8,0.0,0.0,17.0
2006-12-16 20:41:00,3.2539999999999996,0.07400000000000001,234.43,13.8,0.0,0.0,17.0
2006-12-16 20:42:00,3.3760000000000003,0.05,234.63,14.4,0.0,0.0,17.0
2006-12-16 20:43:00,3.372,0.048,235.05,14.2,0.0,0.0,17.0
2006-12-16 20:44:00,3.366,0.048,234.96,14.2,0.0,0.0,17.0
2006-12-16 20:45:00,3.386,0.05,235.77,14.2,0.0,0.0,17.0
2006-12-16 20:46:00,3.4960000000000004,0.146,236.76,14.8,0.0,0.0,17.0
2006-12-16 20:47:00,3.426,0.146,234.59,14.6,0.0,0.0,17.0
2006-12-16 20:48:00,3.44,0.14800000000000002,235.13,14.6,0.0,0.0,17.0
2006-12-16 20:49:00,3.44,0.146,235.14,14.6,0.0,0.0,17.0
2006-12-16 20:50:00,3.4539999999999997,0.15,235.75,14.6,0.0,0.0,17.0
2006-12-16 20:51:00,3.45,0.15,235.69,14.6,0.0,0.0,17.0
2006-12-16 20:52:00,3.48,0.154,236.86,14.6,0.0,0.0,17.0
2006-12-16 20:53:00,3.4739999999999998,0.152,236.72,14.6,0.0,0.0,17.0
2006-12-16 20:54:00,3.4560000000000004,0.15,236.05,14.6,0.0,0.0,17.0
2006-12-16 20:55:00,1.8319999999999999,0.17,237.54,8.4,0.0,0.0,17.0
2006-12-16 20:56:00,2.044,0.102,237.44,9.4,0.0,0.0,18.0
2006-12-16 20:57:00,3.3539999999999996,0.0,237.0,14.0,0.0,0.0,17.0
2006-12-16 20:58:00,3.282,0.07400000000000001,235.55,13.8,0.0,0.0,17.0
2006-12-16 20:59:00,3.3080000000000003,0.07400000000000001,236.51,14.0,0.0,0.0,17.0
2006-12-16 21:00:00,3.3139999999999996,0.07200000000000001,236.76,14.0,0.0,0.0,17.0
2006-12-16 21:01:00,3.306,0.07200000000000001,237.11,13.8,0.0,0.0,17.0
2006-12-16 21:02:00,1.692,0.054000000000000006,238.72,7.8,0.0,0.0,18.0
2006-12-16 21:03:00,3.342,0.07,237.66,14.0,0.0,0.0,17.0
2006-12-16 21:04:00,3.3539999999999996,0.07,238.2,14.0,0.0,0.0,17.0
2006-12-16 21:05:00,3.3339999999999996,0.07200000000000001,237.46,14.0,0.0,0.0,18.0
2006-12-16 21:06:00,3.33,0.07200000000000001,237.36,14.0,0.0,0.0,17.0
2006-12-16 21:07:00,2.74,0.064,238.13,12.0,0.0,0.0,17.0
2006-12-16 21:08:00,2.188,0.06,237.74,10.0,0.0,0.0,18.0
2006-12-16 21:09:00,3.33,0.07,237.26,14.0,0.0,0.0,17.0
2006-12-16 21:10:00,3.34,0.07,237.69,14.0,0.0,0.0,17.0
2006-12-16 21:11:00,3.306,0.07200000000000001,236.44,14.0,0.0,0.0,17.0
2006-12-16 21:12:00,3.0439999999999996,0.07200000000000001,236.23,13.2,0.0,0.0,17.0
2006-12-16 21:13:00,1.766,0.057999999999999996,237.7,8.2,0.0,0.0,18.0
2006-12-16 21:14:00,3.3760000000000003,0.0,235.73,14.2,0.0,0.0,17.0
2006-12-16 21:15:00,3.4139999999999997,0.052000000000000005,236.51,14.4,0.0,0.0,17.0
2006-12-16 21:16:00,3.426,0.054000000000000006,237.11,14.4,0.0,0.0,17.0
2006-12-16 21:17:00,3.42,0.054000000000000006,237.06,14.4,0.0,0.0,17.0
2006-12-16 21:18:00,1.876,0.07400000000000001,238.63,8.6,0.0,0.0,18.0
2006-12-16 21:19:00,3.4419999999999997,0.055999999999999994,237.58,14.4,0.0,0.0,17.0
2006-12-16 21:20:00,3.4139999999999997,0.054000000000000006,236.87,14.4,0.0,0.0,17.0
2006-12-16 21:21:00,3.412,0.055999999999999994,236.94,14.4,0.0,0.0,17.0
2006-12-16 21:22:00,2.542,0.068,238.17,11.4,0.0,0.0,18.0
2006-12-16 21:23:00,2.82,0.062,237.42,12.4,0.0,0.0,17.0
2006-12-16 21:24:00,3.41,0.054000000000000006,236.91,14.4,0.0,0.0,17.0
2006-12-16 21:25:00,3.392,0.052000000000000005,236.24,14.2,0.0,0.0,17.0
2006-12-16 21:26:00,2.878,0.06,237.17,12.6,0.0,0.0,17.0
2006-12-16 21:27:00,1.848,0.11199999999999999,238.59,8.4,0.0,0.0,18.0
2006-12-16 21:28:00,3.4939999999999998,0.14400000000000002,237.43,14.6,0.0,0.0,17.0
2006-12-16 21:29:00,3.42,0.0,237.73,14.2,0.0,0.0,17.0
2006-12-16 21:30:00,3.2260000000000004,0.0,237.2,13.8,0.0,0.0,18.0
2006-12-16 21:31:00,1.9480000000000002,0.0,238.41,9.0,0.0,0.0,17.0
2006-12-16 21:32:00,3.392,0.0,236.6,14.2,0.0,0.0,17.0
2006-12-16 21:33:00,3.3680000000000003,0.0,236.12,14.2,0.0,0.0,17.0
